customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2472,Andrew Thomas,tsk3a0yq@example.com,Brazil,2023-09-20,Basic,39600.62
2473,Nancy Anderson,1cnz0ivs@example.com,France,2023-08-14,Basic,2823.07
2474,Daniel Martinez,o4zzr8o9@test.com,Sweden,2023-09-22,Premium,26038.89
2475,Emily Perez,pz0ciuwk@mail.com,France,2023-12-13,Premium,5826.83
2476,Donna Hernandez,0g8lwdkh@test.com,South Korea,2020-10-08,Standard,33766.72
2477,Paul Reeves,2n3k875y@yahoo.com,Switzerland,2023-02-08,Basic,31619.97
2478,David Smith,bze2djso@email.com,Canada,2022-03-20,Premium,16054.87
2479,Daniel Thomas,lmju1bzq@gmail.com,Sweden,2020-01-17,Premium,35687.32
2480,Matthew Taylor,z6jxryx5@email.com,South Korea,2021-12-16,Basic,32995.58
2481,Nancy Roberts,s48mqvfl@outlook.com,Spain,2024-11-05,Standard,10363.03
2482,Sarah Hernandez,ipnqrpjz@outlook.com,Australia,2024-06-24,Standard,26648.42
2483,Steven Hernandez,bxazvvjq@test.com,Mexico,2023-07-13,Basic,31424.8
2484,Paul Smith,8o79vrjo@email.com,Switzerland,2024-09-01,Basic,13720.17
2485,Barbara Perez,46de7kio@example.com,Canada,2021-03-22,Premium,17478.42
2486,Joseph Gonzalez,74uz5lq0@email.com,Switzerland,2021-02-27,Standard,36491.83
2487,Steven Moore,10xgyxkq@email.com,Japan,2024-01-26,Standard,37483.3
2488,Michael Garcia,ydvxvxyi@email.com,Germany,2024-10-28,Standard,16753.92
2489,Nancy Rodriguez,i5blw4o9@example.com,USA,2020-05-06,Basic,19753.89
2490,John Brown,ze9mcjqq@gmail.com,China,2024-09-14,Basic,5493.9
2491,Jessica Martin,x16h7009@example.com,South Korea,2022-01-17,Premium,24188.26
2492,Richard Thompson,2l0oqzmk@gmail.com,Switzerland,2020-07-01,Premium,34700.41
2493,John Martin,17lzg3rb@outlook.com,Italy,2021-03-20,Basic,41286.21
2494,Jessica Brown,ouqjacpt@company.com,Mexico,2022-01-06,Standard,24153.28
2495,David Martin,vcjzxcv2@yahoo.com,Switzerland,2022-06-11,Basic,49386.15
2496,Betty Hernandez,ufhn5ylr@gmail.com,South Korea,2021-02-03,Premium,39213.36
2497,Barbara Thompson,f2zvii8t@test.com,Sweden,2023-06-08,Standard,5283.12
2498,Joseph Lopez,2vorfsl0@company.com,South Korea,2021-07-21,Basic,18060.82
2499,Robert Anderson,y6i17etm@gmail.com,Sweden,2023-01-23,Premium,46738.04
2500,Steven Hernandez,ol7maytx@mail.com,Sweden,2020-01-22,Premium,175.27
2501,Donna Collins,ypv2jrch@email.com,Australia,2021-02-01,Standard,39311.72
2502,Christopher Gonzalez,1ihkpju9@example.com,Switzerland,2023-03-28,Premium,7895.23
2503,Sandra Reeves,6swcahkt@test.com,Italy,2021-08-13,Standard,2608.91
2504,Richard Jones,va6ar1ar@email.com,Germany,2023-05-03,Premium,13557.1
2505,Kimberly Anderson,i8nu17uv@yahoo.com,Netherlands,2024-03-18,Standard,24286.0
2506,Thomas Gonzalez,phptmqk0@mail.com,Brazil,2022-07-16,Premium,12312.54
2507,Andrew Rodriguez,8j2vo7iu@outlook.com,India,2022-09-07,Standard,23925.84
2508,Steven Rodriguez,ixcijqn6@yahoo.com,Mexico,2023-01-27,Basic,41647.06
2509,Steven Hernandez,nvy4h03b@gmail.com,Canada,2021-10-24,Basic,713.53
2510,Christopher Lopez,0pntkluu@company.com,China,2021-01-13,Standard,20496.61
2511,Steven Jones,9gi7611m@example.com,Brazil,2024-12-01,Premium,43851.44
2512,Betty Martin,8l6vtu9f@outlook.com,UK,2023-05-02,Standard,45819.72
2513,Emily Thomas,u1lqxt22@example.com,Netherlands,2024-10-10,Standard,12452.79
2514,Steven Anderson,hxsipnar@test.com,Sweden,2024-07-17,Standard,46503.65
2515,James Perez,5bxjnbzv@outlook.com,USA,2023-11-06,Premium,959.16
2516,Mark Martin,ig8ofsmn@gmail.com,India,2023-06-26,Standard,33568.49
2517,Matthew Wilson,rcpht102@outlook.com,Japan,2024-06-29,Basic,15855.0
2518,Jennifer Harris,524qbssa@mail.com,India,2024-04-15,Premium,34565.06
2519,James Lopez,howrphwn@test.com,USA,2021-12-16,Premium,39895.46
2520,Robert Wilson,vqcedniq@gmail.com,Germany,2022-09-17,Basic,46849.8
2521,Thomas Anderson,u31e90gd@test.com,UK,2022-09-08,Premium,225.87
2522,Sandra Harris,gb8nhoj7@example.com,South Korea,2024-05-13,Basic,46450.35
2523,Sandra Anderson,ftpybor9@mail.com,Brazil,2022-07-08,Premium,36777.16
2524,Daniel Martinez,da71yp6e@gmail.com,China,2020-03-21,Premium,16477.66
2525,Andrew Lee,wscw63tf@mail.com,Switzerland,2022-10-28,Standard,37827.99
2526,Steven Lee,fsf7akn2@company.com,Italy,2020-08-27,Standard,19010.86
2527,Emily White,e13dww8d@company.com,USA,2023-12-14,Standard,22078.49
2528,Matthew Johnson,b5ltbxve@test.com,USA,2022-04-11,Basic,31186.23
2529,Robert Reeves,xl2wlx04@gmail.com,Italy,2024-06-02,Basic,19747.7
2530,Donna Miller,or5kls0r@example.com,Italy,2021-12-16,Premium,39139.15
2531,Christopher Edwards,xgjw2wzo@example.com,Canada,2024-04-26,Premium,36508.6
2532,Charles Lopez,h6zaz505@email.com,Switzerland,2023-07-18,Premium,42124.23
2533,William Martinez,audpusqc@gmail.com,Sweden,2020-08-24,Standard,48484.69
2534,Andrew Reeves,uia4tndg@yahoo.com,Brazil,2020-04-21,Premium,19113.01
2535,Daniel Rodriguez,7nfpe5hd@test.com,Australia,2023-04-30,Basic,22676.17
2536,Susan Thompson,527v72w7@test.com,Japan,2022-01-15,Premium,27813.11
2537,Paul Martin,2e6xdmr7@gmail.com,Japan,2020-12-19,Standard,46897.36
2538,Jennifer Rodriguez,41q6l4jd@outlook.com,South Korea,2021-06-19,Standard,48430.44
2539,Paul Martin,wv20k9jx@yahoo.com,Italy,2024-02-04,Standard,27929.48
2540,Charles Martin,s3ev33pv@mail.com,Germany,2021-10-01,Premium,40855.93
2541,Donald Smith,zrxep46a@outlook.com,South Korea,2023-11-21,Premium,9597.73
2542,Joseph Martinez,fmnuf8z3@example.com,Norway,2021-06-07,Premium,43168.13
2543,Betty Lopez,cayje8nf@test.com,India,2020-01-14,Standard,20157.96
2544,Andrew Taylor,wsj57zpq@outlook.com,Australia,2021-01-20,Premium,15411.97
2545,Susan White,wr70iofi@outlook.com,South Korea,2020-09-13,Standard,22413.12
2546,Sandra Anderson,k5mssewk@email.com,Norway,2022-07-03,Basic,35348.49
2547,Christopher Jackson,y9kvgcpm@test.com,Germany,2024-11-09,Basic,37538.25
2548,Margaret Wilson,szv56lop@test.com,Sweden,2021-03-04,Premium,1684.25
2549,Michael Gonzalez,ez15rvmk@example.com,Norway,2023-10-25,Basic,11158.25
2550,Joseph Jones,x2x5daok@gmail.com,Germany,2021-05-26,Standard,6845.08
2551,Patricia Edwards,evs40w58@yahoo.com,UK,2021-12-25,Standard,38767.18
2552,Sarah Jackson,r6mi34ud@email.com,South Korea,2020-01-26,Basic,21069.93
2553,Susan Davis,zmkbf6x3@company.com,Switzerland,2023-02-04,Basic,30295.72
2554,Barbara Reeves,7mwtz568@yahoo.com,Italy,2021-11-21,Premium,47777.86
2555,David Williams,ckc546rx@email.com,France,2023-12-23,Basic,44225.31
2556,Michael Johnson,uwxg8tpn@example.com,South Korea,2023-02-05,Premium,38163.73
2557,Donna Reeves,37eb8qhs@test.com,Mexico,2021-07-28,Premium,28970.34
2558,Joseph Martin,a6f6m2xg@gmail.com,Switzerland,2020-01-15,Basic,8945.84
2559,Christopher Thomas,k36qsttg@example.com,Germany,2022-08-03,Premium,26694.18
2560,Lisa Garcia,f2heqy8l@gmail.com,UK,2021-08-30,Basic,33571.25
2561,Sarah Moore,y4k1nidt@company.com,Brazil,2023-05-14,Standard,22780.64
2562,Patricia Johnson,rw3g91ho@example.com,Switzerland,2024-09-20,Standard,18037.84
2563,Betty Lee,a3mirb5r@test.com,Canada,2023-06-17,Basic,2805.16
2564,Joseph Jones,pfwcinvs@company.com,Spain,2021-03-05,Premium,5588.57
2565,Betty White,ppablb5y@example.com,India,2021-01-15,Premium,42475.45
2566,Sandra Garcia,93nyh90e@email.com,Australia,2024-09-11,Premium,11632.03
2567,John Jones,k68garye@company.com,India,2022-08-10,Basic,12577.43
2568,Lisa Thompson,dxubc6a4@mail.com,South Korea,2024-04-28,Standard,39916.45
2569,Thomas Lee,m29nnqpn@company.com,UK,2021-05-06,Basic,47267.12
2570,Barbara Harris,g7s1rdol@email.com,USA,2020-12-11,Standard,29097.86
2571,Joseph Lopez,5pkxundm@outlook.com,France,2023-12-31,Standard,43200.79
2572,Kimberly Harris,21f9lq6w@yahoo.com,Australia,2024-07-28,Basic,27736.52
2573,Sarah Jones,rd5ecfjf@company.com,Brazil,2024-12-21,Standard,48311.04
2574,Mark Miller,cyhc065j@gmail.com,South Korea,2022-04-03,Basic,16126.71
2575,Daniel Lee,bm0aj6x2@test.com,Australia,2024-12-13,Premium,23129.17
2576,John Jones,h5eyqt4x@yahoo.com,Netherlands,2020-11-28,Premium,46882.41
2577,Daniel Thomas,vm4jbux4@mail.com,China,2024-10-18,Premium,39079.21
2578,Patricia Harris,6p3fke5h@outlook.com,China,2023-09-15,Basic,49337.67
2579,Michael Roberts,e5r5x7f6@outlook.com,France,2021-04-13,Premium,32246.62
2580,Christopher Brown,02psoi37@mail.com,UK,2023-07-09,Basic,16963.21
2581,Barbara Davis,kyof4rpl@example.com,UK,2022-06-06,Standard,29066.36
2582,Daniel Smith,p2xkd5r9@yahoo.com,Italy,2023-08-07,Basic,14600.98
2583,Sandra Martin,5idy8t4b@test.com,Norway,2022-05-27,Basic,41796.97
2584,Daniel Anderson,0bu1iady@company.com,China,2022-09-27,Standard,41906.9
2585,Sarah Davis,ji934qpv@gmail.com,UK,2023-09-23,Standard,25147.96
2586,Betty Brown,4nix4r5b@gmail.com,Spain,2022-08-28,Premium,4222.06
2587,Linda Taylor,louqx0mu@mail.com,Brazil,2020-03-07,Basic,17570.02
2588,Barbara Taylor,cj0osoh5@outlook.com,China,2020-06-06,Standard,47001.41
2589,William Williams,v5by0632@outlook.com,Switzerland,2022-11-16,Basic,44607.79
2590,Mary Taylor,990bsh1f@yahoo.com,Netherlands,2023-04-08,Standard,30173.52
2591,Donna Brown,25h8gorm@example.com,Sweden,2024-10-09,Standard,47149.46
2592,Sandra Jones,pyz8jg2r@test.com,Spain,2020-10-21,Premium,15845.86
2593,Kimberly Davis,z5g2ylfv@outlook.com,Canada,2022-06-18,Basic,11999.15
2594,Steven Rodriguez,exqwwfb4@mail.com,France,2023-09-20,Standard,11388.63
2595,James Edwards,1ny0tr2z@example.com,Australia,2021-08-27,Basic,39206.76
2596,Kimberly Miller,qmfswpy6@outlook.com,France,2020-06-23,Premium,16098.92
2597,William White,5cxbbln1@gmail.com,Germany,2024-11-13,Standard,20309.78
2598,Karen Taylor,33z5gf0g@outlook.com,Canada,2023-02-16,Standard,39289.07
2599,Emily Thompson,lz2c11uh@yahoo.com,Italy,2022-09-10,Premium,49200.64
2600,Matthew Moore,58hwe8e3@outlook.com,France,2022-02-08,Basic,2798.83
2601,James Martin,9vqnwcqt@company.com,Norway,2023-02-19,Premium,27061.58
2602,Joseph Anderson,w9p0ieih@gmail.com,Japan,2023-03-23,Standard,19844.86
2603,Nancy Roberts,nlpr9a67@mail.com,Sweden,2022-11-28,Premium,42717.41
2604,Charles Moore,0y2atgxi@mail.com,Canada,2024-07-08,Premium,36485.08
2605,Andrew Rodriguez,rvtfmrmq@mail.com,South Korea,2024-04-26,Standard,5105.71
2606,Sarah Miller,0qaoyrxx@email.com,Spain,2024-04-16,Premium,4621.47
2607,Michael Harris,pdd8l0ai@example.com,UK,2024-09-18,Premium,12856.12
2608,Patricia Davis,rw9a8rwh@email.com,UK,2024-07-18,Basic,29077.42
2609,Patricia Collins,a9ner3o3@test.com,China,2020-09-17,Standard,21636.79
2610,Karen Reeves,rf57cple@gmail.com,India,2024-01-07,Premium,19291.04
2611,Mark Martin,we3960bm@gmail.com,Italy,2021-10-04,Basic,48767.65
2612,Daniel Smith,7tu124t2@company.com,Japan,2021-10-21,Standard,16399.43
2613,Mark Martin,ztc0j9bl@gmail.com,Brazil,2020-06-22,Standard,46169.71
2614,Daniel Wilson,r9a2b0x2@example.com,Canada,2020-02-19,Premium,11281.43
2615,Charles Edwards,wkb0tnru@company.com,Japan,2022-06-06,Standard,15535.53
2616,Charles Smith,9a6bko4j@test.com,Australia,2022-12-18,Premium,14854.97
2617,Andrew Perez,pgok6ufk@email.com,France,2021-10-09,Standard,21160.39
2618,Jennifer Miller,tzv0dsg6@email.com,Brazil,2020-12-28,Basic,32927.97
2619,Patricia Moore,ynlaima5@yahoo.com,Switzerland,2021-06-09,Premium,31634.48
2620,Karen Thomas,8r1zng13@gmail.com,Italy,2024-05-10,Premium,35059.37
2621,Linda Jackson,qqflnojk@email.com,South Korea,2021-08-02,Standard,38077.89
2622,Paul Martin,6gydxis1@yahoo.com,Italy,2024-11-04,Standard,31672.48
2623,Karen Martin,ykrz3fu0@mail.com,Mexico,2024-01-09,Standard,45780.88
2624,Nancy Taylor,6ul6ulm1@company.com,Australia,2021-04-25,Basic,7817.89
2625,Christopher Moore,02ra81rx@test.com,South Korea,2024-07-02,Standard,42699.66
2626,Steven Reeves,htljfedt@yahoo.com,South Korea,2020-09-16,Basic,28625.33
2627,Nancy Anderson,pqp81yce@example.com,Brazil,2020-12-01,Standard,41946.33
2628,David Hernandez,uxhq5r7a@mail.com,South Korea,2024-03-20,Standard,15996.09
2629,Linda Smith,w4p220x3@email.com,Switzerland,2020-04-05,Basic,15220.25
2630,Karen Perez,q879jmq4@gmail.com,France,2022-01-17,Basic,1011.76
2631,Jennifer Lopez,nkwb3wwt@test.com,India,2020-09-27,Standard,19533.19
2632,Jessica Thomas,j67tm0zx@email.com,South Korea,2021-03-07,Premium,41420.96
2633,Karen Garcia,a6m9682y@outlook.com,Switzerland,2024-02-11,Standard,6623.98
2634,Barbara Thomas,olsuczuj@outlook.com,South Korea,2024-07-31,Standard,1240.25
2635,Donald Reeves,pvbw2p5j@outlook.com,China,2021-02-06,Basic,18081.9
2636,Patricia Thomas,vodmr5qs@outlook.com,Japan,2022-10-02,Premium,21061.75
2637,Christopher Jackson,9vo8pm4y@outlook.com,India,2023-05-28,Premium,17279.0
2638,William Gonzalez,vmwtrshr@gmail.com,USA,2022-12-08,Premium,9914.16
2639,Nancy Roberts,0ah1kg9u@outlook.com,Japan,2023-06-30,Standard,4973.69
2640,James Williams,zyw6weyu@company.com,South Korea,2021-06-22,Premium,12439.14
2641,William Moore,fqvdpmm9@outlook.com,USA,2024-07-16,Premium,41337.34
2642,Patricia Lopez,vnppufu7@example.com,Norway,2023-10-15,Premium,36078.44
2643,Matthew Collins,5095tkiz@example.com,China,2023-07-09,Basic,31532.87
2644,Daniel Johnson,0a9gq2yc@test.com,Spain,2024-07-25,Premium,20111.45
2645,Matthew Johnson,8lhpwf5x@company.com,Sweden,2021-05-18,Basic,23346.06
2646,Margaret Moore,z1r505s3@yahoo.com,Germany,2024-10-17,Basic,48379.4
2647,Mark Garcia,srrt7dkp@outlook.com,Australia,2024-11-08,Basic,47864.17
2648,John Hernandez,g0dlhxba@gmail.com,Japan,2020-06-07,Basic,44801.26
2649,Ashley Perez,dcv2iyq9@outlook.com,South Korea,2022-01-16,Standard,26502.54
2650,William Martinez,whmbun6x@gmail.com,UK,2024-01-13,Standard,25606.75
2651,Betty Gonzalez,pi53ry0z@test.com,Japan,2023-03-07,Premium,4704.55
2652,Mark Lopez,oarigd79@test.com,Spain,2022-07-17,Premium,11878.81
2653,Steven Perez,wb45d5kg@outlook.com,Mexico,2024-08-20,Basic,30867.37
2654,Richard Reeves,58yj9ohn@company.com,South Korea,2022-04-05,Premium,8636.43
2655,Daniel Edwards,d8itbjqc@gmail.com,Canada,2021-09-12,Standard,2724.32
2656,Daniel Martin,ice7w683@email.com,Canada,2024-08-27,Premium,24147.76
2657,Joseph Perez,5529rrpb@mail.com,Japan,2022-10-25,Standard,18863.6
2658,Daniel Thomas,m4gl51n5@email.com,UK,2024-05-17,Basic,38028.07
2659,Lisa Edwards,jdsrr2ku@yahoo.com,Australia,2020-04-23,Standard,48229.03
2660,Mary Williams,uy5mruo0@email.com,India,2024-12-22,Premium,13206.39
2661,Christopher Williams,66ke9jfo@gmail.com,Sweden,2023-01-08,Premium,35028.89
2662,Robert Williams,lepso1gs@test.com,Canada,2021-08-23,Premium,12813.85
2663,Donald Martin,usk57qnt@test.com,USA,2020-03-31,Standard,26790.25
2664,Charles Davis,puf7vxqo@yahoo.com,Canada,2021-10-02,Standard,6162.8
2665,Ashley Perez,db2pc3q1@yahoo.com,Norway,2024-12-08,Premium,371.67
2666,Mark Reeves,rjs9nptp@test.com,Switzerland,2024-06-24,Premium,21730.08
2667,Kimberly Brown,yvf3tive@example.com,USA,2023-07-24,Basic,39797.97
2668,Linda Lopez,f80wth8q@company.com,Canada,2022-12-08,Basic,28854.02
2669,Richard White,1mvjkq5o@gmail.com,Mexico,2020-12-27,Basic,38732.99
2670,Lisa Thompson,oeto04tf@test.com,Canada,2024-06-10,Premium,42510.14
2671,Richard Harris,bxzqinmm@yahoo.com,India,2020-09-09,Standard,21961.77
2672,John Thompson,czfu58to@example.com,Australia,2024-10-18,Premium,6724.41
2673,Betty Davis,9nr73wg5@mail.com,Canada,2024-07-06,Basic,49709.08
2674,Mary Gonzalez,wap2qh8x@test.com,UK,2024-07-31,Basic,45746.9
2675,Christopher Collins,ecbaots9@example.com,Italy,2020-02-25,Premium,13905.0
2676,Patricia Davis,zlxozv4w@gmail.com,Australia,2021-07-19,Basic,43123.93
2677,Sarah Thomas,n2kqvb3l@example.com,Canada,2021-06-22,Standard,836.33
2678,Kimberly Lee,ta4pn9a7@gmail.com,India,2023-07-15,Premium,44865.57
2679,Linda Collins,w7lrkht1@company.com,Germany,2022-09-19,Standard,1315.65
2680,Richard Taylor,flaflgnf@mail.com,Mexico,2021-10-16,Standard,44928.39
2681,Linda Miller,ljc2tr11@gmail.com,Brazil,2020-09-07,Premium,49170.96
2682,Linda Collins,tjsmdke8@gmail.com,Switzerland,2021-06-12,Basic,46258.86
2683,Karen Martin,9cpv4h1r@outlook.com,Australia,2023-02-24,Basic,44675.15
2684,Charles Anderson,iqwb7ygh@gmail.com,Australia,2020-04-14,Standard,20697.53
2685,Donald Perez,bck3ervk@yahoo.com,France,2023-08-14,Standard,26806.59
2686,Michael Jackson,hpu5phpy@example.com,Mexico,2023-09-09,Standard,45066.26
2687,Daniel Harris,89k8tebt@mail.com,UK,2021-08-24,Standard,35091.89
2688,William Moore,qtroi91e@gmail.com,Japan,2020-11-14,Premium,12109.74
2689,Thomas Harris,swixn1lv@outlook.com,Switzerland,2020-02-03,Standard,387.81
2690,Nancy Davis,1tpnsq3x@email.com,Canada,2024-02-20,Premium,23259.03
2691,Steven Martin,sppobh9g@gmail.com,Norway,2024-05-05,Basic,48807.46
2692,Barbara Miller,g4ubv9tk@test.com,Canada,2023-07-16,Basic,23388.96
2693,William Taylor,yodux5x6@example.com,Australia,2022-07-31,Basic,46731.78
2694,Susan Taylor,xcp8na16@yahoo.com,Germany,2022-09-23,Basic,2442.79
2695,Richard Lopez,gynsatcq@outlook.com,Germany,2023-07-16,Standard,5133.07
2696,Ashley Martin,phbchuat@mail.com,Japan,2021-06-11,Basic,49305.32
2697,Donna Jackson,b386tgo2@email.com,Netherlands,2024-02-16,Basic,6861.32
2698,Patricia Garcia,dc9ypp0k@mail.com,Switzerland,2023-07-25,Basic,15254.27
2699,Mary Taylor,ru4hs7xm@example.com,Netherlands,2020-08-06,Premium,20971.58
2700,Emily Taylor,rk6m8r8d@test.com,Spain,2024-01-03,Premium,14256.9
2701,Richard Jones,4ynerv8j@example.com,UK,2022-10-14,Basic,8036.59
2702,Thomas Martin,3m5rpbla@test.com,Sweden,2021-07-15,Basic,45783.27
2703,Charles Collins,aepk8fvz@mail.com,South Korea,2021-12-03,Basic,6348.23
2704,Lisa White,4fm2oggv@test.com,Germany,2020-10-04,Basic,21059.17
2705,Karen Johnson,pal1dsp7@example.com,Norway,2022-04-13,Basic,26923.58
2706,Jessica Davis,w24xvofx@company.com,South Korea,2023-08-22,Basic,37008.07
2707,Susan Jackson,opdiorxb@company.com,Spain,2022-10-01,Basic,46310.16
2708,Nancy Roberts,1ffinxb0@outlook.com,South Korea,2022-04-24,Standard,42782.08
2709,Robert Jackson,2cvb6dbd@email.com,Brazil,2024-09-05,Basic,29684.61
2710,Daniel Martinez,mlzbd554@outlook.com,Switzerland,2024-01-29,Standard,43123.56
2711,Richard Perez,36l3exts@test.com,Spain,2020-04-25,Standard,38709.09
2712,Joseph Garcia,d9n1o5bq@email.com,Mexico,2024-11-05,Premium,40706.85
2713,Jennifer Miller,yjxm8og9@email.com,Japan,2021-05-17,Standard,41619.23
2714,Nancy Thompson,ym7y6clg@test.com,Switzerland,2023-10-08,Standard,4068.64
2715,Donald Smith,fnumz98t@test.com,India,2022-01-05,Basic,32001.83
2716,Donna Thomas,7u0c0y5f@outlook.com,Italy,2020-04-11,Premium,20028.38
2717,Karen Martin,i6i8e8qk@company.com,Italy,2021-04-11,Basic,48765.73
2718,Nancy Lopez,ys86y05b@test.com,Netherlands,2020-09-22,Standard,31850.89
2719,Margaret Martin,jwf50sxk@gmail.com,South Korea,2022-07-11,Basic,44904.71
2720,Michael Smith,buukgsui@email.com,Japan,2020-09-25,Premium,6520.97
2721,David Wilson,mmv8b71k@yahoo.com,USA,2021-12-02,Basic,18250.01
2722,Jennifer Lopez,130iymn8@outlook.com,Italy,2021-08-10,Premium,45964.34
2723,Karen Johnson,zqa1oxc0@mail.com,China,2021-05-03,Standard,46654.55
2724,Andrew Martin,264w0hy3@outlook.com,Sweden,2020-11-30,Premium,31895.03
2725,Michael Garcia,owdxcj19@example.com,Netherlands,2023-07-25,Standard,2687.28
2726,Patricia Lopez,4pw8zw7n@example.com,Germany,2022-06-27,Standard,9047.34
2727,Charles Harris,x19emf8r@gmail.com,Japan,2024-02-21,Standard,2100.64
2728,Paul Martin,90xp7rxf@example.com,South Korea,2024-09-07,Premium,19501.27
2729,William Perez,snj53tis@mail.com,Netherlands,2024-01-10,Basic,7765.24
2730,Richard Gonzalez,30ap7dvu@outlook.com,Switzerland,2021-08-04,Standard,42627.91
2731,Andrew Roberts,0rdx0gh9@test.com,Italy,2020-05-25,Basic,10736.89
2732,Nancy Roberts,r65wpdqm@gmail.com,France,2020-08-18,Premium,40108.38
2733,Robert Garcia,rpx1m3s6@test.com,Canada,2024-04-22,Premium,17616.64
2734,David Hernandez,i6bxpdzl@example.com,Switzerland,2024-09-05,Standard,49315.23
2735,Jessica Garcia,0qu3g58k@email.com,Germany,2021-01-01,Standard,45550.31
2736,Steven Hernandez,gc5fj2te@gmail.com,Netherlands,2021-10-27,Standard,30169.33
2737,William Martinez,5kxj2ezn@company.com,India,2023-10-21,Basic,48562.76
2738,John Garcia,wytau731@test.com,Mexico,2024-09-24,Standard,22578.3
2739,Thomas White,wtaqldtm@yahoo.com,USA,2021-01-27,Premium,32686.21
2740,Sandra Anderson,eamdk0o8@yahoo.com,South Korea,2024-07-08,Standard,36437.08
2741,John Perez,adlzi91a@outlook.com,Australia,2023-09-01,Standard,17174.02
2742,John Harris,kn444o05@outlook.com,Switzerland,2022-09-09,Standard,4271.1
2743,Patricia Hernandez,asw22fiw@company.com,South Korea,2024-04-07,Basic,9372.37
2744,Nancy Harris,rapdn3h4@test.com,Italy,2024-09-08,Premium,16166.68
2745,Christopher Garcia,tartw3fh@email.com,UK,2021-12-21,Premium,24002.24
2746,Patricia Wilson,oobp5cuj@yahoo.com,Netherlands,2023-09-07,Basic,32025.29
2747,Steven Anderson,vydukpuw@gmail.com,Norway,2022-08-02,Standard,30832.79
2748,Michael Edwards,fv7hs1tl@test.com,Netherlands,2024-10-05,Basic,27004.01
2749,Paul Brown,jhmotoy9@test.com,Japan,2022-10-25,Premium,46946.74
2750,Thomas Smith,58up6j3v@mail.com,USA,2020-08-24,Premium,42616.09
2751,Jessica Gonzalez,qfxclq08@company.com,USA,2023-01-02,Premium,45324.07
2752,Susan Martinez,1o7x33ei@yahoo.com,South Korea,2024-06-10,Standard,2891.24
2753,Karen White,xx2xnuwq@yahoo.com,Italy,2020-08-29,Basic,41500.96
2754,Michael Lopez,d0znuajp@gmail.com,China,2022-06-04,Basic,15333.27
2755,Charles Johnson,1ytlvijf@yahoo.com,Mexico,2023-06-28,Basic,8110.66
2756,Andrew Martin,bw4pyx3s@company.com,China,2024-10-27,Premium,21502.08
2757,Sandra Edwards,0drqfvfa@test.com,Canada,2023-02-14,Premium,17180.08
2758,Emily Martin,9tkyjxry@mail.com,Switzerland,2020-12-27,Standard,49923.41
2759,Robert Davis,cdc25dmu@email.com,Germany,2024-05-02,Premium,34344.35
2760,Nancy Lee,7pxdj8ms@example.com,Germany,2022-01-13,Premium,29994.28
2761,Robert Williams,a43ijwef@test.com,Switzerland,2020-04-22,Basic,16435.96
2762,Nancy Edwards,ypgw00jy@company.com,Norway,2024-06-01,Premium,4661.03
2763,Emily Lee,aexmojd8@yahoo.com,Spain,2023-06-29,Basic,38164.17
2764,Betty Lopez,3i6hnshr@yahoo.com,Netherlands,2021-10-16,Premium,40808.97
2765,Barbara White,9hkjf0u2@test.com,South Korea,2021-10-29,Standard,8372.45
2766,James Thomas,hiapjy1z@gmail.com,China,2024-05-20,Basic,8617.48
2767,Christopher Johnson,ryfnnmpg@example.com,Netherlands,2020-02-17,Standard,43844.81
2768,Richard Lee,x580nsnt@outlook.com,South Korea,2020-10-21,Premium,46860.29
2769,Jennifer Wilson,9nadhe70@example.com,China,2024-04-19,Premium,41488.62
2770,Christopher Reeves,7rmnzsyh@test.com,Mexico,2021-04-29,Standard,49381.23
2771,Andrew Thomas,ab38lstu@yahoo.com,Germany,2023-12-13,Premium,32770.37
2772,Thomas White,5o3q041r@email.com,Japan,2024-07-09,Standard,16675.54
2773,Richard Lee,ln7ft5hk@email.com,Japan,2023-10-17,Standard,40019.1
2774,David Jackson,u0esqu5n@email.com,Spain,2023-05-24,Basic,13223.36
2775,Michael Johnson,8xtsffn9@email.com,USA,2021-09-18,Basic,9358.5
2776,Paul Lopez,z2dcpgan@mail.com,South Korea,2020-12-26,Standard,31364.79
2777,John Martin,kflttu2a@email.com,USA,2022-12-11,Premium,4678.93
2778,James Anderson,dvg8za2o@gmail.com,Sweden,2023-08-24,Standard,49079.81
2779,Paul Martinez,j1h3eehp@test.com,Switzerland,2024-10-14,Standard,10699.45
2780,Donna Perez,81cvys2i@company.com,Italy,2020-04-05,Basic,49170.34
2781,Kimberly Hernandez,8nzjee1b@test.com,Japan,2022-08-05,Premium,29959.49
2782,Thomas Jones,e8mylacy@yahoo.com,France,2020-05-27,Standard,26438.44
2783,Mark Perez,1lz5rltd@yahoo.com,Norway,2021-10-12,Basic,40614.3
2784,Mary Wilson,h4em5got@yahoo.com,USA,2023-03-23,Standard,11339.81
2785,Robert Smith,93qxgli5@outlook.com,France,2021-02-03,Basic,32651.91
2786,Michael Miller,x8g4xu43@company.com,USA,2020-06-02,Standard,19469.54
2787,John Williams,5io7r6fw@company.com,Brazil,2020-04-09,Basic,35678.89
2788,Donna Smith,p4hy5i8n@yahoo.com,Australia,2023-12-25,Premium,21118.53
2789,Daniel Williams,b4unei5n@yahoo.com,India,2020-07-24,Premium,11144.81
